state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Rajasthan,Ajmer,6/9/2025,6/15/2025,"Crop condition not specifically mentioned in the advisory. Farmers are advised to continue routine monitoring and follow recommended agronomic practices. For any symptoms or pest issues, consult local agricultural officers immediately.",अजमेर के लिए फसल की स्थिति का विशेष उल्लेख नहीं किया गया है। किसानों को नियमित निगरानी जारी रखने और अनुशंसित कृषि उपायों का पालन करने की सलाह दी जाती है। किसी भी लक्षण या कीट समस्या की स्थिति में तुरंत स्थानीय कृषि अधिकारी से संपर्क करें।,"No specific update has been mentioned for Ajmer in the current advisory. However, farmers are advised to continue with field preparation or maintenance based on crop stage. Monitor weather conditions, ensure timely irrigation, and manage weeds effectively. Stay alert for pest or disease symptoms and be ready to act based on local agricultural guidance.","अजमेर के लिए वर्तमान परामर्श में कोई विशेष जानकारी नहीं दी गई है। फिर भी, किसानों को फसल की अवस्था के अनुसार खेत की तैयारी या रखरखाव कार्य जारी रखने की सलाह दी जाती है। मौसम की स्थिति पर नज़र रखें, समय पर सिंचाई करें और खरपतवारों का प्रभावी नियंत्रण करें। कीट या रोग के लक्षणों पर सतर्क रहें और स्थानीय कृषि विभाग के मार्गदर्शन के अनुसार आवश्यक कदम उठाएं।"
Rajasthan,Jodhpur,6/9/2025,6/15/2025,"Crop condition not specifically mentioned in the advisory. Farmers should continue regular field monitoring and follow standard agronomic practices. In case of any pest or disease symptoms, consult local agriculture officers for timely guidance.",जोधपुर के लिए फसल की स्थिति का विशेष उल्लेख नहीं किया गया है। किसानों को नियमित रूप से खेत की निगरानी करनी चाहिए और मानक कृषि उपायों का पालन करना चाहिए। कीट या रोग के लक्षण दिखने पर स्थानीय कृषि अधिकारियों से तुरंत सलाह लें।,"No specific update has been mentioned for Jodhpur in the current advisory. However, farmers should continue essential crop care practices: maintain regular field monitoring, complete timely hoeing and weed removal, and schedule irrigation based on soil moisture and crop growth stage. Stay alert for early signs of pest or disease infestation and follow local agricultural department recommendations when needed.","जोधपुर के लिए वर्तमान सलाह में कोई विशेष जानकारी नहीं दी गई है। फिर भी, किसानों को फसल के सामान्य देखभाल कार्य जारी रखने की सलाह दी जाती है: नियमित खेत की निगरानी करें, समय पर गुड़ाई एवं खरपतवार हटाएं, तथा मिट्टी की नमी व फसल की अवस्था के अनुसार सिंचाई करें। कीट या रोग के सुरुआती लक्षणों पर सतर्क रहें और आवश्यकता पड़ने पर स्थानीय कृषि विभाग की सिफारिशों का पालन करें।"
Rajasthan,Nagaur,6/9/2025,6/15/2025,"Crop condition not specifically mentioned in the advisory. Farmers are advised to continue routine field monitoring and follow standard crop management practices. If any issues are observed, consult local agricultural authorities for timely advice.","नागौर के लिए फसल की स्थिति का विशेष उल्लेख नहीं किया गया है। किसानों को नियमित खेत की निगरानी करते रहना चाहिए और मानक फसल प्रबंधन उपायों का पालन करना चाहिए। यदि कोई समस्या दिखाई दे, तो समय पर सलाह के लिए स्थानीय कृषि अधिकारियों से संपर्क करें।","No specific advisory has been issued for Nagaur at this time. However, farmers are advised to continue regular crop management practices. This includes monitoring field conditions, performing timely hoeing and weed removal, and scheduling irrigation based on soil moisture and crop growth stage. Stay alert for signs of pest or disease outbreaks and follow guidance from local agricultural authorities as needed.","नागौर के लिए इस समय कोई विशेष सलाह जारी नहीं की गई है। फिर भी, किसानों को नियमित फसल प्रबंधन कार्य जारी रखने की सलाह दी जाती है। इसमें खेत की निगरानी करना, समय पर गुड़ाई और खरपतवार हटाना, तथा मिट्टी की नमी व फसल की अवस्था के अनुसार सिंचाई करना शामिल है। कीट या रोग की शुरुआती लक्षणों पर सतर्क रहें और ज़रूरत पड़ने पर स्थानीय कृषि विभाग के सुझावों का पालन करें।"
Rajasthan,Pali,6/9/2025,6/15/2025,"Crop condition not specifically mentioned in the advisory. Farmers should continue regular monitoring and follow standard agronomic practices. For any emerging issues, consult local agriculture officers for timely guidance.","पाली के लिए फसल की स्थिति का विशेष उल्लेख नहीं किया गया है। किसानों को नियमित रूप से फसल की निगरानी करनी चाहिए और मानक कृषि उपायों का पालन करना चाहिए। यदि कोई समस्या उत्पन्न हो, तो समय पर सलाह के लिए स्थानीय कृषि अधिकारियों से संपर्क करें।","No specific advisory has been issued for Pali at this time. However, farmers are encouraged to continue regular crop care by monitoring field conditions and soil moisture, performing timely hoeing and weed removal, and planning irrigation as per crop growth stage. Stay alert for early signs of pest or disease outbreaks and follow recommendations from local agricultural authorities when necessary.","पाली के लिए इस समय कोई विशेष सलाह जारी नहीं की गई है। फिर भी, किसानों को खेत की स्थिति और मिट्टी की नमी की नियमित निगरानी करते हुए सामान्य फसल देखभाल जारी रखने की सलाह दी जाती है। समय पर गुड़ाई और खरपतवार नियंत्रण करें तथा फसल की अवस्था के अनुसार सिंचाई नियोजित करें। कीट या रोग के शुरुआती लक्षणों पर सतर्क रहें और आवश्यकता पड़ने पर स्थानीय कृषि विभाग की सिफारिशों का पालन करें।"
Rajasthan,Sri Ganganagar,6/9/2025,6/15/2025,"Crop is 15–40 days old, at seedling to vegetative stage. Sowing was delayed due to late canal release; post-sowing irrigation has been applied. Weeds and early pest incidence observed. Farmers should carry out timely weeding and monitor for early pest signs. Use recommended control measures if pest population increases.",श्रीगंगानगर में फसल 15–40 दिन की है और अंकुरण से लेकर वृद्धि अवस्था में है। नहर देर से चलने के कारण बुआई में देरी हुई; बुआई के बाद सिंचाई की गई है। खेतों में खरपतवार और प्रारंभिक कीट प्रकोप देखा गया है। किसान समय पर निराई करें और कीटों के प्रारंभिक लक्षणों की निगरानी करें। यदि प्रकोप बढ़े तो अनुशंसित उपाय अपनाएं।,"Apply nitrogen fertilizers only after irrigation, not before, to ensure effective uptake and avoid nutrient loss. Remove weeds from in and around the field to reduce pest habitat. Regularly monitor crops for signs of pest or disease infestation. For controlling sucking pests and pink bollworm (PBW), spray a neem-based insecticide at 5 ml per litre of water.","श्रीगंगानगर में नाइट्रोजन उर्वरकों का प्रयोग केवल सिंचाई के बाद करें, पहले नहीं, ताकि पोषक तत्वों का सही उपयोग हो सके और नुकसान से बचा जा सके। खेत और उसके आसपास की खरपतवारों को हटाएं ताकि कीटों का आश्रय कम हो। फसलों में कीट और रोगों के लक्षणों की नियमित निगरानी करें। चूसक कीटों और गुलाबी सुंडी (PBW) के नियंत्रण के लिए नीम आधारित कीटनाशक का 5 मिली प्रति लीटर पानी में छिड़काव करें।"
Rajasthan,Hanumangarh,6/9/2025,6/15/2025,"Crop is 15–40 days old, at seedling to vegetative stage. Sowing was delayed due to late canal release, and post-sowing irrigation has been applied. Weeds and early pest incidence have been observed. Farmers should ensure timely weeding and monitor crop closely. Apply recommended pest control measures if needed.","हनुमानगढ़ में फसल 15–40 दिन की है और अंकुरण से वृद्धि अवस्था में है। नहर देरी से चालू होने के कारण बुआई में देरी हुई थी, और बुआई के बाद सिंचाई की गई है। खेतों में खरपतवार और प्रारंभिक कीट प्रकोप देखा गया है। किसान समय पर निराई करें और फसल की निगरानी करें। आवश्यकता होने पर अनुशंसित कीट नियंत्रण उपाय अपनाएं।","Apply nitrogen fertilizers only after irrigation, not before, to ensure better nutrient absorption and reduce losses. Remove weeds around the field to minimize pest breeding grounds. Monitor crops regularly for any signs of pests or diseases. For controlling sucking pests and pink bollworm (PBW), spray neem-based insecticide at 5 ml per litre of water.","हनुमानगढ़ में नाइट्रोजन उर्वरकों का प्रयोग केवल सिंचाई के बाद करें, पहले नहीं, ताकि पोषक तत्वों का प्रभावी अवशोषण हो सके और नुकसान से बचा जा सके। खेत के चारों ओर की खरपतवारों को हटाएं ताकि कीटों के पनपने की संभावना कम हो। फसल में कीट और रोग के लक्षणों की नियमित निगरानी करें। चूसक कीटों और गुलाबी सुंडी (PBW) के नियंत्रण के लिए नीम आधारित कीटनाशक का 5 मिली प्रति लीटर पानी में छिड़काव करें।"
Odisha,Koraput,6/9/2025,6/15/2025,Sowing has not yet started in Koraput as farmers are awaiting the onset of the monsoon. Farmers are advised to keep seeds and field preparations ready. Begin sowing immediately after receiving sufficient rainfall to ensure timely crop establishment.,कोरापुट में मानसून की प्रतीक्षा के कारण अभी बुआई शुरू नहीं हुई है। किसानों को बीज और खेत की तैयारी पूरी रखने की सलाह दी जाती है। पर्याप्त वर्षा होते ही समय पर फसल की बुआई शुरू करें।,"Complete land preparation and arrange all necessary inputs including cotton seeds, intercrop/trap crop seeds, FYM (Farmyard Manure), and fertilizers. Begin sowing with the onset of monsoon. Follow the recommended fertilizer dose: for hybrids – 120:60:60 (N:P:K) and for varieties – 90:45:45. Apply Zinc Sulphate (ZnSO₄) and Boron for micronutrient support. Intercropping with black gram, pigeon pea, or soybean is advised for better resource use and pest management. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole before sowing. For weed control, apply Pendimethalin 30EC @ 1.33 L/acre in 200 L water, 1–2 days after sowing.","कोरापुट में भूमि तैयारी पूर्ण करें और आवश्यक सभी इनपुट जैसे कपास के बीज, अंतःफसल/ट्रैप फसल के बीज, गोबर खाद (FYM) और उर्वरकों की व्यवस्था सुनिश्चित करें। मानसून प्रारंभ होते ही बुआई शुरू करें। उर्वरक की अनुशंसित मात्रा का पालन करें: हाइब्रिड किस्मों के लिए 120:60:60 (N:P:K) और देशी किस्मों के लिए 90:45:45। सूक्ष्म पोषक तत्वों के लिए जिंक सल्फेट (ZnSO₄) और बोरॉन का प्रयोग करें। बेहतर संसाधन उपयोग और कीट नियंत्रण के लिए उड़द, अरहर या सोयाबीन के साथ अंतःफसल लगाएं। बीजों का उपचार Carboxin+Thiram, Fluxapyroxad या Tetraconazole से करें। खरपतवार नियंत्रण के लिए Pendimethalin 30EC @ 1.33 लीटर/एकड़ को 200 लीटर पानी में घोलकर बुआई के 1–2 दिन बाद छिड़काव करें।"
Odisha,Kalahandi,6/9/2025,6/15/2025,Sowing has not yet started in Kalahandi as monsoon onset is awaited. Farmers are advised to keep land prepared and seed stock ready. Begin sowing immediately after adequate rainfall to ensure timely crop growth.,"कालाहांडी में मानसून की प्रतीक्षा के कारण बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी और बीज की व्यवस्था पहले से करके रखनी चाहिए। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।","Complete land preparation in Kalahandi and arrange all required inputs including seeds of cotton, intercrops, trap crops, FYM (Farmyard Manure), and fertilizers. Begin sowing with the onset of monsoon. Use recommended fertilizer doses: hybrids – 120:60:60 (N:P:K), varieties – 90:45:45. Apply Zinc Sulphate (ZnSO₄) and Boron for balanced micronutrient supply. Practice intercropping with black gram, pigeon pea, or soybean to enhance soil health and pest management. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole before sowing. For weed control, spray Pendimethalin 30EC @ 1.33 L/acre in 200 L water 1–2 days after sowing.","कालाहांडी में भूमि तैयारी पूर्ण करें और सभी आवश्यक इनपुट जैसे कपास, अंतःफसल एवं ट्रैप फसल के बीज, गोबर खाद (FYM) और उर्वरकों की व्यवस्था करें। मानसून शुरू होते ही बुआई करें। उर्वरक की अनुशंसित मात्रा: हाइब्रिड के लिए 120:60:60 (N:P:K) और देशी किस्मों के लिए 90:45:45 का पालन करें। सूक्ष्म पोषक तत्वों के लिए जिंक सल्फेट (ZnSO₄) और बोरॉन का प्रयोग करें। उड़द, अरहर या सोयाबीन के साथ अंतःफसल करें ताकि मिट्टी की उर्वरता और कीट नियंत्रण में सहायता मिल सके। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। बुआई के 1–2 दिन बाद Pendimethalin 30EC @ 1.33 लीटर/एकड़ को 200 लीटर पानी में मिलाकर छिड़काव करें।"
Odisha,Balangir,6/9/2025,6/15/2025,Sowing has not yet started in Balangir as farmers are awaiting the onset of the monsoon. Farmers should keep fields prepared and seeds ready. Start sowing as soon as adequate rainfall is received to ensure timely crop establishment.,"बलांगीर में मानसून की प्रतीक्षा के कारण अभी बुआई शुरू नहीं हुई है। किसानों को खेत की तैयारी और बीज की व्यवस्था पहले से पूरी कर लेनी चाहिए। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।","Complete land preparation in Balangir and arrange essential inputs including seeds of cotton, intercrops, and trap crops, along with FYM (Farmyard Manure) and fertilizers. Begin sowing with the onset of the monsoon. Follow the recommended fertilizer dose: hybrids – 120:60:60 (N:P:K) and varieties – 90:45:45. Apply Zinc Sulphate (ZnSO₄) and Boron to support micronutrient needs. Practice intercropping with black gram, pigeon pea, or soybean for better pest management and soil enrichment. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole before sowing. For weed control, apply Pendimethalin 30EC @ 1.33 L/acre mixed in 200 L water, 1–2 days after sowing.","बलांगीर में भूमि तैयारी पूरी करें और कपास, अंतःफसल व ट्रैप फसल के बीज, गोबर खाद (FYM) और उर्वरकों की व्यवस्था करें। मानसून शुरू होते ही बुआई करें। उर्वरकों की अनुशंसित मात्रा: हाइब्रिड किस्मों के लिए 120:60:60 (N:P:K) और देशी किस्मों के लिए 90:45:45 का पालन करें। सूक्ष्म पोषक तत्वों की पूर्ति हेतु जिंक सल्फेट (ZnSO₄) और बोरॉन का उपयोग करें। कीट नियंत्रण और मिट्टी की गुणवत्ता सुधार के लिए उड़द, अरहर या सोयाबीन के साथ अंतःफसल करें। बुआई से पहले बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। खरपतवार नियंत्रण के लिए Pendimethalin 30EC @ 1.33 लीटर/एकड़ को 200 लीटर पानी में मिलाकर बुआई के 1–2 दिन बाद छिड़काव करें।"
Gujarat,Amreli,6/9/2025,6/15/2025,Sowing is yet to be taken up in Amreli. Farmers are advised to complete land preparation and keep quality seeds ready. Begin sowing immediately after receiving sufficient rainfall to ensure timely crop establishment.,"अमरेली में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज तैयार रखने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to prevent poor germination. Begin pre-sowing operations only if assured irrigation is available. Ensure that you purchase quality seeds with a proper bill or invoice for traceability and authenticity.,अमरेली में 10 टन प्रति हेक्टेयर की दर से अच्छी तरह सड़ी हुई गोबर खाद (FYM) डालें और साथ ही 20 किलोग्राम फॉस्फोरस तथा 75 किलोग्राम पोटाश प्रति हेक्टेयर की आधार खाद मात्रा दें। जल्दी बुआई से बचें ताकि अंकुरण खराब न हो। पूर्व-बुआई की प्रक्रिया तभी शुरू करें जब सिंचाई की पूरी व्यवस्था हो। बीज हमेशा पक्के बिल या रसीद के साथ ही खरीदें ताकि उसकी गुणवत्ता और प्रामाणिकता सुनिश्चित हो सके।
Gujarat,Bhavnagar,6/9/2025,6/15/2025,Sowing is yet to be taken up in Bhavnagar. Farmers should prepare land and ensure availability of quality seeds. Begin sowing promptly after receiving adequate rainfall to ensure a good start to the season.,"भावनगर में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज सुनिश्चित करने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई करें ताकि फसल की अच्छी शुरुआत हो सके।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure proper germination and crop establishment. Begin pre-sowing operations only if assured irrigation is available. Purchase seeds only from certified sources and ensure a proper invoice is obtained for quality assurance and traceability.,भावनगर में प्रति हेक्टेयर 10 टन की मात्रा में अच्छी तरह सड़ी हुई गोबर खाद (FYM) डालें और साथ ही 20 किलोग्राम फॉस्फोरस व 75 किलोग्राम पोटाश प्रति हेक्टेयर की आधार खाद मात्रा दें। जल्दी बुआई करने से बचें ताकि अंकुरण व फसल की स्थापना बेहतर हो सके। यदि सिंचाई की सुविधा उपलब्ध है तभी पूर्व-बुआई कार्य शुरू करें। बीज केवल प्रमाणित स्रोत से खरीदें और गुणवत्ता की पुष्टि के लिए पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Jamnagar,6/9/2025,6/15/2025,Sowing is yet to be taken up in Jamnagar. Farmers are advised to complete land preparation and keep quality seeds ready. Begin sowing immediately after adequate rainfall to ensure timely crop establishment.,"जामनगर में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज तैयार रखने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure good crop emergence. Begin pre-sowing activities only if assured irrigation is available. Always purchase certified seeds from reliable sources and obtain a proper invoice for record and quality assurance.,जामनगर में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस व 75 किलोग्राम पोटाश की आधार मात्रा डालें। समय से पहले बुआई से बचें ताकि फसल का अच्छा अंकुरण हो सके। पूर्व-बुआई की प्रक्रिया तभी शुरू करें जब सिंचाई की सुविधा उपलब्ध हो। बीज हमेशा विश्वसनीय स्रोत से खरीदें और गुणवत्ता सुनिश्चित करने के लिए पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Rajkot,6/9/2025,6/15/2025,Sowing is yet to be taken up in Rajkot. Farmers should prepare their fields and ensure availability of good quality seeds. Start sowing as soon as sufficient rainfall occurs for timely crop growth.,राजकोट में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी करनी चाहिए और अच्छे गुणवत्ता वाले बीज सुनिश्चित करने चाहिए। पर्याप्त वर्षा होते ही बुआई शुरू करें ताकि फसल समय पर बढ़ सके।,Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to prevent poor crop establishment. Begin pre-sowing operations only if assured irrigation is available. Purchase certified seeds from reliable sources and always obtain a proper invoice for quality assurance and traceability.,राजकोट में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस व 75 किलोग्राम पोटाश की आधार मात्रा डालें। जल्दी बुआई से बचें ताकि फसल की अच्छी स्थापना हो सके। पूर्व-बुआई कार्य तभी शुरू करें जब सिंचाई की व्यवस्था सुनिश्चित हो। बीज केवल प्रमाणित और विश्वसनीय स्रोत से खरीदें और गुणवत्ता की पुष्टि हेतु पक्की रसीद अवश्य लें।
Gujarat,Junagadh,6/9/2025,6/15/2025,Sowing is yet to be taken up in Junagadh. Farmers are advised to complete land preparation and keep quality seeds ready. Begin sowing promptly after sufficient rainfall to ensure timely crop establishment.,"जूनागढ़ में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज तैयार रखने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare and a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure healthy crop establishment. Start pre-sowing operations only if irrigation is available. Always buy seeds from certified sources and ensure a proper invoice is obtained for quality assurance and traceability.,जूनागढ़ में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस तथा 75 किलोग्राम पोटाश की आधार मात्रा डालें। जल्दी बुआई से बचें ताकि फसल की अच्छी वृद्धि हो सके। पूर्व-बुआई कार्य केवल तभी शुरू करें जब सिंचाई की सुविधा उपलब्ध हो। बीज हमेशा प्रमाणित स्रोत से खरीदें और गुणवत्ता सुनिश्चित करने के लिए पक्की रसीद अवश्य लें।
Gujarat,Sabarkantha,6/9/2025,6/15/2025,Sowing is yet to be taken up in Sabarkantha. Farmers should prepare the fields and ensure availability of good quality seeds. Start sowing as soon as sufficient rainfall occurs for timely crop growth.,साबरकांठा में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी करनी चाहिए और अच्छे गुणवत्ता वाले बीज सुनिश्चित करने चाहिए। पर्याप्त वर्षा होते ही बुआई शुरू करें ताकि फसल समय पर बढ़ सके।,Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure proper germination and crop growth. Begin pre-sowing operations only if assured irrigation is available. Purchase quality seeds from certified sources and always collect a proper invoice for record and quality verification.,सबरकांठा में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस व 75 किलोग्राम पोटाश की आधार मात्रा का प्रयोग करें। समय से पहले बुआई से बचें ताकि अच्छा अंकुरण और फसल विकास सुनिश्चित हो सके। पूर्व-बुआई कार्य तभी शुरू करें जब सिंचाई की व्यवस्था हो। बीज केवल प्रमाणित स्रोत से खरीदें और गुणवत्ता की पुष्टि हेतु पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Surendranagar,6/9/2025,6/15/2025,Sowing is yet to be taken up in Surendranagar. Farmers should complete land preparation and keep quality seeds ready. Begin sowing promptly after receiving adequate rainfall to ensure timely crop establishment.,"सुरेंद्रनगर में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज तैयार रखने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure proper germination and crop establishment. Begin pre-sowing operations only if assured irrigation is available. Always purchase certified seeds from reliable sources and collect a proper invoice for quality assurance and traceability.,सुरेंद्रनगर में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस तथा 75 किलोग्राम पोटाश की आधार मात्रा का प्रयोग करें। समय से पहले बुआई करने से बचें ताकि फसल का सही अंकुरण और विकास सुनिश्चित हो सके। पूर्व-बुआई की प्रक्रिया तभी शुरू करें जब सिंचाई की पूरी व्यवस्था हो। बीज केवल प्रमाणित स्रोत से खरीदें और गुणवत्ता की पुष्टि हेतु पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Ahmedabad,6/9/2025,6/15/2025,Sowing is yet to be taken up in Ahmedabad. Farmers are advised to prepare their fields and keep quality seeds ready. Begin sowing as soon as sufficient rainfall occurs to ensure timely crop establishment.,"अहमदाबाद में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी करनी चाहिए और गुणवत्तापूर्ण बीज तैयार रखने चाहिए। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure proper germination and healthy crop growth. Begin pre-sowing operations only if assured irrigation is available. Always buy certified seeds from reliable sources and obtain a proper invoice for traceability and quality assurance.,अहमदाबाद में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) और 20 किलोग्राम फॉस्फोरस व 75 किलोग्राम पोटाश की आधार मात्रा डालें। समय से पहले बुआई करने से बचें ताकि अंकुरण और फसल का विकास सही तरीके से हो सके। पूर्व-बुआई की प्रक्रिया तभी शुरू करें जब सिंचाई की सुविधा सुनिश्चित हो। बीज केवल प्रमाणित और विश्वसनीय स्रोत से खरीदें और गुणवत्ता की पुष्टि के लिए पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Baroda,6/9/2025,6/15/2025,Sowing is yet to be taken up in Baroda. Farmers should complete land preparation and keep quality seeds ready. Begin sowing promptly after sufficient rainfall to ensure timely crop establishment.,"बड़ौदा में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने और गुणवत्तापूर्ण बीज तैयार रखने की सलाह दी जाती है। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।","Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure proper germination and crop health. Begin pre-sowing operations only if assured irrigation is available. Purchase seeds only from certified and reliable sources, and always collect a proper invoice for quality assurance and traceability.",बड़ौदा (वडोदरा) में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) के साथ 20 किलोग्राम फॉस्फोरस और 75 किलोग्राम पोटाश की आधार मात्रा का प्रयोग करें। जल्दी बुआई करने से बचें ताकि अंकुरण और फसल की वृद्धि सही हो सके। पूर्व-बुआई कार्य केवल तब करें जब सिंचाई की सुविधा उपलब्ध हो। बीज हमेशा प्रमाणित और विश्वसनीय स्रोत से खरीदें और गुणवत्ता की पुष्टि के लिए पक्की रसीद अवश्य लें।
Gujarat,Patan,6/9/2025,6/15/2025,Sowing is yet to be taken up in Patan. Farmers should prepare their fields and keep good quality seeds ready. Begin sowing as soon as sufficient rainfall is received to ensure timely crop establishment.,पाटन में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी करनी चाहिए और अच्छे गुणवत्ता वाले बीज तैयार रखने चाहिए। पर्याप्त वर्षा होते ही समय पर बुआई शुरू करें।,Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure good germination and crop establishment. Begin pre-sowing operations only if assured irrigation is available. Purchase seeds from certified sources and always obtain a proper invoice for quality assurance and traceability.,पाटन में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) के साथ 20 किलोग्राम फॉस्फोरस और 75 किलोग्राम पोटाश की आधार मात्रा डालें। जल्दी बुआई करने से बचें ताकि अंकुरण और फसल की स्थापना सही हो सके। पूर्व-बुआई कार्य तभी शुरू करें जब सिंचाई की सुविधा सुनिश्चित हो। बीज प्रमाणित स्रोत से खरीदें और गुणवत्ता सुनिश्चित करने के लिए पक्की रसीद अवश्य प्राप्त करें।
Gujarat,Mehesana,6/9/2025,6/15/2025,Sowing is yet to be taken up in Mehsana. Farmers should prepare their fields and keep quality seeds ready. Start sowing promptly after receiving adequate rainfall to ensure timely crop growth.,"मेहसाना में बुआई अभी शुरू नहीं हुई है। किसानों को खेत की तैयारी करनी चाहिए और गुणवत्तापूर्ण बीज तैयार रखना चाहिए। जैसे ही पर्याप्त वर्षा हो, समय पर बुआई शुरू करें।",Apply well-decomposed FYM at 10 tonnes per hectare along with a basal dose of 20 kg Phosphorus and 75 kg Potassium per hectare. Avoid early sowing to ensure healthy germination and crop growth. Begin pre-sowing operations only if assured irrigation is available. Purchase certified seeds from trusted sources and always obtain a proper invoice for quality assurance and record-keeping.,मेहसाणा में प्रति हेक्टेयर 10 टन अच्छी तरह सड़ी हुई गोबर खाद (FYM) के साथ 20 किलोग्राम फॉस्फोरस और 75 किलोग्राम पोटाश की आधार मात्रा डालें। जल्दी बुआई से बचें ताकि अंकुरण और फसल की वृद्धि सही हो सके। पूर्व-बुआई कार्य तभी शुरू करें जब सिंचाई की सुविधा सुनिश्चित हो। बीज विश्वसनीय स्रोत से प्रमाणित रूप में खरीदें और गुणवत्ता सुनिश्चित करने के लिए पक्की रसीद अवश्य प्राप्त करें।
