state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Odisha,Nuapada,6/16/2025,6/22/2025,"In Nuapada, sowing has commenced following the onset of the monsoon. Farmers are advised to ensure proper seed spacing, maintain optimal soil moisture, and monitor for uniform germination. Start light intercultural operations once seedlings emerge, and watch for any early signs of pest or disease to take timely action.","नुआपड़ा में मानसून की शुरुआत के बाद बुवाई शुरू हो गई है। किसानों को उचित बीज दूरी बनाए रखने, मिट्टी की नमी सुनिश्चित करने और समान अंकुरण की निगरानी करने की सलाह दी जाती है। पौध निकलने के बाद हल्के अंतराशस्य कार्य शुरू करें और प्रारंभिक कीट या रोग के लक्षणों पर नजर रखें ताकि समय पर नियंत्रण किया जा सके।","Farmers in Nuapada are advised to finalize land preparation, clean weeds, and begin sowing with the onset of the monsoon. Use good quality cotton seeds along with FYM, fertilizers, biofertilizers, and herbicides. Apply Zinc Sulphate (ZnSO₄) at 25 kg/ha and Boron (as Borax) at 5 kg/ha. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole before sowing. Intercropping with black gram, soybean, or pigeon pea along with cotton is recommended. Apply Pendimethalin 30 EC @1.33 L in 200 litres of water per acre, 1–2 days after sowing. Raise trap crops and intercrops to support pest and weed management.","नुआपाड़ा में किसानों को भूमि की तैयारी पूरी करने, खरपतवार हटाने और मानसून शुरू होते ही बुवाई शुरू करने की सलाह दी जाती है। अच्छी गुणवत्ता वाले कपास बीजों के साथ FYM, उर्वरक, जैव उर्वरक और खरपतवारनाशकों का उपयोग करें। ज़िंक सल्फेट (ZnSO₄) @25 किग्रा/हेक्टेयर और बोरॉन (बोरैक्स) @5 किग्रा/हेक्टेयर का प्रयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। कपास के साथ उड़द, सोयाबीन या अरहर की अंतरवर्तीय फसलें बोएं। बुवाई के 1–2 दिन बाद 200 लीटर पानी में 1.33 लीटर प्रति एकड़ की दर से पेंडिमेथालिन 30 EC का छिड़काव करें। कीट और खरपतवार नियंत्रण हेतु ट्रैप फसलें और अंतरवर्तीय फसलें लगाएं।"
Gujarat,Amreli,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Amreli. Farmers should continue routine crop management—ensure timely irrigation, keep fields free of weeds, and monitor for pests and diseases. Implement agronomic practices appropriate for the crop's growth stage and prevailing weather conditions.","अमरेली के लिए नवीनतम सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित रुप से फसल प्रबंधन कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार मुक्त रखें, और कीट तथा रोगों की निगरानी करें। फसल की विकास अवस्था और वर्तमान मौसम की स्थिति के अनुसार उचित कृषि तकनीकों का पालन करें।","In Amreli, farmers should follow general advisory guidelines. Apply FYM and recommended fertilizers. Begin sowing only after receiving 75–100 mm of rainfall and ensure adequate soil moisture—avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks from previous seasons and follow proper crop rotation practices for better soil and pest management.",अमरेली में किसानों को सामान्य सलाह का पालन करने की आवश्यकता है। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो—जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और उचित फसल चक्र अपनाएं जिससे मिट्टी की गुणवत्ता और कीट प्रबंधन बेहतर हो सके।
Gujarat,Bhavnagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Bhavnagar. Farmers should continue standard crop care practices—such as maintaining optimal irrigation, managing weeds promptly, and monitoring for early signs of pests and diseases. Follow agronomic recommendations based on crop growth stage and local weather patterns.","भवनगर के लिए नवीनतम सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान फसल की देखभाल नियमित रूप से करें—मिट्टी की नमी बनाए रखें, समय पर निराई करें, और कीट व रोगों की शुरुआती चेतावनी संकेतों की निगरानी करें। फसल की वृद्धि अवस्था और स्थानीय मौसम के अनुसार कृषि विज्ञान की अनुशंसाओं का पालन करें।","In Bhavnagar, farmers are advised to follow general crop advisory practices. Apply FYM and recommended fertilizers. Start sowing only after receiving 75–100 mm of rainfall and confirming proper soil moisture—avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Clear old cotton stalks from previous crops and adopt proper crop rotation to improve soil health and pest control.",भावनगर में किसानों को सामान्य कृषि सलाह का पालन करने की सलाह दी जाती है। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो—जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की गुणवत्ता व कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Jamnagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Jamnagar. Farmers are encouraged to continue standard crop management practices maintain proper irrigation scheduling, keep fields free from weeds, and stay vigilant for pests and diseases. Apply agronomic practices appropriate to the current crop stage and local weather conditions.","जामनगर के लिए नवीनतम सलाह में किसी विशिष्ट फसल स्थिति का उल्लेख नहीं किया गया है। किसान सामान्य फसल प्रबंधन कार्य जारी रखें उचित सिंचाई तालिका बनाए रखें, खेतों को खरपतवार मुक्त रखें, और कीट या रोगों के लिए सतर्क रहें। मौजूदा फसल अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों को लागू करें।","Farmers in Jamnagar should follow the general crop advisory. Apply FYM and recommended fertilizers. Begin sowing only after receiving 75–100 mm of rainfall, ensuring proper soil moisture—avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks and follow proper crop rotation to maintain soil health and manage pests.",जामनगर में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो—जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता बनाए रखने एवं कीट प्रबंधन के लिए फसल चक्र का पालन करें।
Gujarat,Rajkot,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Rajkot. Farmers should continue with standard crop management practices maintain timely irrigation, ensure fields are free of weeds, and monitor for pests and diseases. Follow agronomic practices suited to the current crop growth stage and prevailing weather.","राजकोट के लिए नवीनतम सलाह में किसी विशिष्ट फसल की स्थिति का उल्लेख नहीं किया गया है। किसान सामान्य फसल प्रबंधन कार्य जारी रखें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट तथा रोगों पर सतर्क निगरानी रखें। वर्तमान फसल अवस्था और मौसम के अनुसार कृषि तकनीकों का पालन करें।","In Rajkot, farmers should follow the general crop advisory. Apply FYM and recommended fertilizers. Begin sowing only after receiving 75–100 mm of rainfall and ensuring proper soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks from the field and adopt proper crop rotation to maintain soil fertility and manage pests.",राजकोट में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो—जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के रूप में पेंडिमेथालिन @700 मि.ली. प्रति एकड़ की दर से छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता बनाए रखने तथा कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Junagadh,6/16/2025,6/22/2025,"In Junagadh, land preparation has been completed, and sowing activities have started in some isolated areas. Farmers are advised to ensure the use of quality seeds, maintain proper spacing, and sow after ensuring sufficient soil moisture. Begin seed treatment and apply pre-emergence herbicide like Pendimethalin to manage early weeds.","जूनागढ़ में भूमि तैयारी पूरी हो चुकी है और कुछ स्थानों पर बुवाई शुरू हो गई है। किसानों को सलाह दी जाती है कि वे गुणवत्तापूर्ण बीजों का उपयोग करें, उचित बीज दूरी रखें और मिट्टी में पर्याप्त नमी सुनिश्चित होने पर ही बुवाई करें। बीजोपचार करें और शुरुआती खरपतवार नियंत्रण के लिए पेंडीमेथालिन जैसे शाकनाशी का उपयोग करें।","In Junagadh, farmers should start sowing only where sufficient irrigation or at least 75–100 mm of rainfall has been received. Purchase certified seeds with a proper bill. Apply FYM before sowing and use a pre-emergence weedicide to manage early weed growth. Clear old cotton residues from the field before sowing for better crop health.",जूनागढ़ में किसानों को तभी बुवाई शुरू करनी चाहिए जब पर्याप्त सिंचाई सुविधा उपलब्ध हो या 75–100 मिमी वर्षा हो चुकी हो। बीज खरीदते समय बिल अवश्य लें और प्रमाणित बीजों का उपयोग करें। बुवाई से पहले FYM (गोबर की खाद) डालें और प्रारंभिक खरपतवार नियंत्रण के लिए प्री-इमर्जेंस खरपतवारनाशी का उपयोग करें। खेत से पुराने कपास के अवशेष हटा दें ताकि नई फसल अच्छी तरह विकसित हो सके।
Gujarat,Sabarkantha,6/16/2025,6/22/2025,"Crop-specific conditions are not detailed in the latest advisory for Sabarkantha. Farmers should continue with standard crop management practices ensure timely irrigation, maintain clean fields by controlling weeds, and vigilantly monitor crops for any signs of pests or diseases. Apply agronomic practices based on the current crop growth stage and adhere to local weather advisories.","सबरकांठा के लिए नवीनतम सलाह में फसल की कोई विशेष स्थिति उल्लिखित नहीं है। किसान नियमित फसल प्रबंधन कार्य करें समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी संकेत के लिए फसल की सतर्क निगरानी करें। वर्तमान फसल अवस्था और स्थानीय मौसम पूर्वानुमान के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Sabarkantha should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall, ensuring adequate soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks from the field and follow proper crop rotation for soil health and pest management.",साबरकांठा में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। केवल तब बुवाई करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता व कीट नियंत्रण के लिए उचित फसल चक्र अपनाएं।
Gujarat,Surendranagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Surendranagar. Farmers are advised to continue regular crop care practices maintaining proper irrigation schedules, keeping fields weed-free, and monitoring for early signs of pests or diseases. Follow recommended agronomic practices suited to the current crop growth stage and prevailing weather conditions.","सुरेंद्रनगर के लिए नवीनतम सलाह में फसल की कोई विशिष्ट स्थिति उल्लेखित नहीं है। किसान नियमित फसल देखभाल करें उचित सिंचाई तालिका बनाए रखें, खेतों को खरपतवार से मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की निगरानी करें। फसल की मौजूदा वृद्धि अवस्था और मौसम के अनुसार अनुशंसित कृषि तकनीकों का पालन करें।","Farmers in Surendranagar should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall, ensuring proper soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Clear old cotton stalks and follow proper crop rotation to maintain soil health and manage pests.",सुरेंद्रनगर में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता और कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Ahmedabad,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Ahmedabad. Farmers should continue with routine crop management practices ensure timely irrigation, maintain weed control, and monitor closely for any signs of pests or diseases. Adhere to agronomic recommendations suitable for the crop’s current growth stage and local weather conditions.","अहमदाबाद के लिए नवीनतम सलाह में किसी विशेष फसल स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल प्रबंधन कार्य करें समय पर सिंचाई करें, खरपतवार नियंत्रण करें और कीट या रोगों के किसी भी लक्षण की निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Ahmedabad should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall, ensuring proper soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Clear old cotton stalks and follow proper crop rotation to maintain soil fertility and manage pests.",अहमदाबाद में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता और कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Baroda,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Baroda. Farmers are recommended to continue regular crop management routines maintain timely irrigation, ensure fields are free from weeds, and stay vigilant for early signs of pests or diseases. Implement agronomic practices based on the crop's current growth stage and local weather forecasts.","बड़ौदा (वडोदरा) के लिए नवीनतम सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल प्रबंधन कार्य करें समय पर सिंचाई करें, खेतों को खरपतवारों से मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों पर सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम पूर्वानुमान के अनुसार कृषि तकनीकों का पालन करें।",Farmers in Baroda should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall and ensure proper soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks and follow proper crop rotation to maintain soil health and control pests.,बड़ौदा में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता बनाए रखने तथा कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Patan,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Patan. Farmers are advised to continue standard crop care measures ensure timely irrigation, manage weeds effectively, and monitor fields closely for any early signs of pests or diseases. Follow agronomic recommendations suited to the crop's current growth stage and prevailing weather conditions.","पाटन के लिए नवीनतम सलाह में किसी विशिष्ट फसल की स्थिति का उल्लेख नहीं किया गया है। किसान सामान्य फसल प्रबंधन कार्य जारी रखें समय पर सिंचाई करें, खरपतवारों का प्रभावी नियंत्रण करें, और खेतों में कीट या रोगों के प्रारंभिक संकेतों की सतर्क निगरानी रखें। फसल की वर्तमान विकास अवस्था और मौजूदा मौसम के अनुसार कृषि वैज्ञानिकों द्वारा सुझाए तकनीकों का पालन करें।",Farmers in Patan should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall and ensure proper soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Clear old cotton stalks and follow proper crop rotation to maintain soil fertility and manage pests.,पाटन में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता बनाए रखने तथा कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Mehesana,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Mehsana. Farmers are advised to maintain standard crop care practices ensure timely irrigation, manage weeds effectively, and monitor fields for early signs of pests or diseases. Continue following agronomic recommendations suitable for the crop's growth stage and the local weather conditions.","मेहसाणा के लिए नवीनतम सलाह में किसी विशिष्ट फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय से सिंचाई करें, खरपतवारों को प्रभावी रूप से नियंत्रित करें, और फसलों में कीट या रोगों के प्रारंभिक लक्षणों की निगरानी करें। फसल की विकास अवस्था और स्थानीय मौसम की परिस्थितियों के अनुसार कृषि वैज्ञानिकों द्वारा सुझाए गए तकनीकों का पालन करें।","Farmers in Mehsana should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall, ensuring adequate soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks and follow proper crop rotation for soil health and pest management.",मेहसाणा में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता व कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Gujarat,Surat,6/16/2025,6/22/2025,Cloudy weather persists in the region. Field cleaning and furrow formation have been completed. Sowing activities have commenced in areas where sufficient rainfall has been received. Farmers in other areas are advised to wait for adequate soil moisture before sowing and continue field preparation as needed.,"क्षेत्र में बादल छाए हुए हैं। खेत की सफाई और मेड़ बनाना पूरा हो चुका है। जहां पर्याप्त वर्षा हुई है, वहां बुवाई शुरू कर दी गई है। अन्य क्षेत्रों के किसान मिट्टी में उचित नमी की प्रतीक्षा करें और आवश्यकता अनुसार भूमि की तैयारी जारी रखें।","Farmers in Surat should follow the general crop advisory. Apply FYM and recommended fertilizers. Sow only after receiving 75–100 mm of rainfall, ensuring adequate soil moisture. Avoid early sowing. Use Pendimethalin @700 ml per acre as a pre-emergence weedicide. Remove old cotton stalks and follow proper crop rotation for better soil health and pest management.",सूरत में किसानों को सामान्य कृषि सलाह का पालन करना चाहिए। FYM और अनुशंसित उर्वरकों का प्रयोग करें। बुवाई केवल तब करें जब 75–100 मिमी वर्षा हो चुकी हो और मिट्टी में पर्याप्त नमी हो। जल्दी बुवाई से बचें। प्री-इमर्जेंस खरपतवारनाशी के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ का छिड़काव करें। पुराने कपास के डंठलों को हटा दें और मिट्टी की उर्वरता व कीट प्रबंधन के लिए उचित फसल चक्र अपनाएं।
Madhya Pradesh,Khargaon,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Khargaon. Farmers are advised to continue essential field management maintain irrigation schedules, perform regular weeding to keep fields clean, and vigilantly monitor for any signs of pests or diseases. Follow recommended agronomic practices based on your crop’s growth stage and current weather conditions.","खरगोन के लिए नवीनतम सलाह में किसी विशिष्ट फसल की स्थिति का उल्लेख नहीं किया गया है। किसान आवश्यक फील्ड प्रबंधन कार्य जारी रखें—सिंचाई समयानुसार करें, नियमित रूप से निराई करें ताकि खेत स्वच्छ रहें, और कीट या रोगों के किसी भी संकेत के लिए सतर्क निगरानी करें। अपने फसल की विकास अवस्था और मौजूदा मौसम के अनुसार कृषि तकनीकों का पालन करें।",Farmers in Khargaon are advised to avoid pre-season sowing. Grow early to medium maturing non-Bt or Bt cotton hybrids. Avoid sowing cotton in fields where cotton was grown last year to reduce pest and disease risks.,"खरगोन में किसानों को प्री-सीजन बुवाई से बचने की सलाह दी जाती है। जल्दी से मध्यम अवधि तक पकने वाली नॉन-Bt या Bt कपास की हाइब्रिड किस्में उगाएं। ऐसे खेतों में बुवाई न करें जहां पिछले वर्ष कपास की खेती हुई हो, ताकि कीट और रोगों का खतरा कम किया जा सके।"
Madhya Pradesh,Dhar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Dhar. Farmers are advised to continue standard field management practices maintain regular irrigation as per crop requirements, perform timely weeding to ensure field hygiene, and closely monitor for any signs of pests or diseases. Follow recommended agronomic practices that correspond to the current crop growth stage and prevailing weather conditions.","धार के लिए नवीनतम सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फील्ड प्रबंधन कार्य करें—फसल की जरूरत के अनुसार समय पर सिंचाई करें, खेत को स्वच्छ रखने के लिए समय-समय पर निराई करें, और कीट या रोगों के किसी भी लक्षण की नज़र रखें। अपने फसल की वर्तमान विकास अवस्था और मौजूदा मौसम के अनुसार कृषि वैज्ञानिकों द्वारा सुझाए गए तकनीकों का पालन करें।",Farmers in Dhar are advised to avoid pre-season sowing. Cultivate early to medium maturing non-Bt or Bt cotton hybrids. Avoid sowing cotton in fields where cotton was grown last year to minimize pest and disease risks.,"धार में किसानों को प्री-सीजन बुवाई से बचने की सलाह दी जाती है। जल्दी से मध्यम अवधि तक पकने वाली नॉन-Bt या Bt कपास की हाइब्रिड किस्में उगाएं। ऐसे खेतों में बुवाई न करें जहाँ पिछले साल कपास की खेती हुई हो, ताकि कीट और रोगों का खतरा कम किया जा सके।"
Madhya Pradesh,Khandwa,6/16/2025,6/22/2025,"Field preparation is ongoing in most areas. Farmers are waiting for consistent monsoon showers, while some have just begun sowing after receiving initial rainfall. It is advised to ensure proper seed treatment, select suitable varieties based on soil conditions, and avoid sowing in dry soil. Continue field readiness activities as per local rainfall status.","खंडवा में अधिकांश क्षेत्रों में खेत की तैयारी जारी है। किसान नियमित मानसूनी बारिश की प्रतीक्षा कर रहे हैं, जबकि कुछ स्थानों पर वर्षा होने के बाद बुवाई शुरू कर दी गई है। किसानों को बीजों की उचित उपचार प्रक्रिया अपनाने, मिट्टी की प्रकृति के अनुसार उपयुक्त किस्मों का चयन करने और सूखी मिट्टी में बुवाई से बचने की सलाह दी जाती है। स्थानीय वर्षा की स्थिति के अनुसार भूमि की तैयारी जारी रखें।",Farmers in Khandwa are advised to avoid pre-season sowing. Grow early to medium maturing non-Bt or Bt cotton hybrids. Do not sow cotton in fields where cotton was cultivated last year to reduce pest and disease risk.,"खंडवा में किसानों को प्री-सीजन बुवाई से बचने की सलाह दी जाती है। जल्दी से मध्यम अवधि तक पकने वाली नॉन-Bt या Bt कपास की हाइब्रिड किस्में उगाएं। ऐसे खेतों में बुवाई न करें जहाँ पिछले वर्ष कपास की खेती हुई हो, ताकि कीट और रोगों का खतरा कम किया जा सके।"
Maharashtra,Akola,6/16/2025,6/22/2025,Land preparation is currently in progress across the region. Application of FYM (Farmyard Manure) and field levelling have been completed in many areas. Farmers are advised to wait for adequate rainfall before sowing. Ensure timely seed treatment and keep seeds and inputs ready for sowing once sufficient moisture is available.,"अकोला जिले में भूमि की तैयारी प्रगति पर है। अधिकांश क्षेत्रों में गोबर की खाद (FYM) का उपयोग और खेत समतलीकरण का कार्य पूरा कर लिया गया है। किसानों को सलाह दी जाती है कि वे पर्याप्त वर्षा की प्रतीक्षा करें, उसके बाद ही बुवाई करें। समय पर बीज उपचार करें और जैसे ही मिट्टी में पर्याप्त नमी उपलब्ध हो, बुवाई के लिए बीज एवं अन्य इनपुट्स तैयार रखें।","Farmers in Akola should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses for optimal growth.","अकोला में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक का उपयोग करें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़कें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
