state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Rajasthan,Jodhpur,6/2/2025,6/8/2025,Crop conditions in Jodhpur are currently unspecified. Farmers are advised to monitor fields regularly for pest activity and maintain optimal soil moisture levels.,जोधपुर में फसल की स्थिति अभी उपलब्ध नहीं है। किसानों को नियमित रूप से खेतों में कीट गतिविधि की निगरानी करनी चाहिए और मिट्टी में उचित नमी बनाए रखनी चाहिए।,No crop-specific advisory is currently available for Jodhpur. Farmers are advised to monitor local weather conditions and consult the nearest Krishi Vigyan Kendra (KVK) or agriculture department office for customized recommendations based on their crop stage and field conditions.,जोधपुर के लिए कोई विशिष्ट फसल सलाह उपलब्ध नहीं है। किसानों को स्थानीय मौसम की स्थिति पर नजर रखने तथा अपनी फसल अवस्था और खेत की स्थिति के आधार पर व्यक्तिगत सिफारिशों के लिए नजदीकी कृषि विज्ञान केंद्र (केवीके) या कृषि विभाग कार्यालय से संपर्क करने की सलाह दी जाती है।
Rajasthan,Nagaur,6/2/2025,6/8/2025,Crop conditions in Nagaur are currently unspecified. Farmers are advised to monitor fields regularly for pest activity and maintain optimal soil moisture levels.,नागौर में फसल की स्थिति अभी उपलब्ध नहीं है। किसानों को नियमित रूप से खेतों में कीट गतिविधि की निगरानी करनी चाहिए और मिट्टी में उचित नमी बनाए रखनी चाहिए।,No crop-specific advisory is currently available for Nagaur. Farmers are advised to monitor local weather conditions and consult the nearest Krishi Vigyan Kendra (KVK) or agriculture department office for customized recommendations based on their crop stage and field conditions.,नागौर के लिए कोई विशिष्ट फसल सलाह उपलब्ध नहीं है। किसानों को स्थानीय मौसम की स्थिति पर नजर रखने तथा अपनी फसल अवस्था और खेत की स्थिति के आधार पर व्यक्तिगत सिफारिशों के लिए नजदीकी कृषि विज्ञान केंद्र (केवीके) या कृषि विभाग कार्यालय से संपर्क करने की सलाह दी जाती है।
Rajasthan,Pali,6/2/2025,6/8/2025,Crop conditions in Pali are currently unspecified. Farmers are advised to monitor fields regularly for pest activity and maintain optimal soil moisture levels.,पाली में फसल की स्थिति अभी उपलब्ध नहीं है। किसानों को नियमित रूप से खेतों में कीट गतिविधि की निगरानी करनी चाहिए और मिट्टी में उचित नमी बनाए रखनी चाहिए।,No crop-specific advisory is currently available for Pali. Farmers are advised to monitor local weather conditions and consult the nearest Krishi Vigyan Kendra (KVK) or agriculture department office for customized recommendations based on their crop stage and field conditions.,पाली के लिए कोई विशिष्ट फसल सलाह उपलब्ध नहीं है। किसानों को स्थानीय मौसम की स्थिति पर नजर रखने तथा अपनी फसल अवस्था और खेत की स्थिति के आधार पर व्यक्तिगत सिफारिशों के लिए नजदीकी कृषि विज्ञान केंद्र (केवीके) या कृषि विभाग कार्यालय से संपर्क करने की सलाह दी जाती है।
Rajasthan,Sri Ganganagar,6/2/2025,6/8/2025,Field preparation and sowing operations are currently in progress in Sri Ganganagar. Farmers are advised to ensure proper seedbed preparation and timely sowing while maintaining optimal soil moisture.,"श्री गंगानगर में खेत की तैयारी और बुवाई का कार्य चल रहा है। किसानों को उचित बीज बिस्तर तैयार करने, समय पर बुवाई करने तथा मिट्टी में उचित नमी बनाए रखने की सलाह दी जाती है।",No crop-specific advisory is currently available for Sri Ganganagar. Farmers are advised to monitor local weather conditions and consult the nearest Krishi Vigyan Kendra (KVK) or agriculture department office for customized recommendations based on their crop stage and field conditions.,श्री गंगानगर के लिए कोई विशिष्ट फसल सलाह उपलब्ध नहीं है। किसानों को स्थानीय मौसम की स्थिति पर नजर रखने तथा अपनी फसल अवस्था और खेत की स्थिति के आधार पर व्यक्तिगत सिफारिशों के लिए नजदीकी कृषि विज्ञान केंद्र (केवीके) या कृषि विभाग कार्यालय से संपर्क करने की सलाह दी जाती है।
Rajasthan,Hanumangarh,6/2/2025,6/8/2025,Field preparation and sowing operations are currently in progress in Hanumangarh. Farmers are advised to complete seedbed preparation efficiently and maintain proper soil moisture for optimal sowing conditions.,हनुमानगढ़ में खेत की तैयारी और बुवाई का कार्य चल रहा है। किसानों को कुशलतापूर्वक बीज बिस्तर तैयार करने तथा बुवाई के लिए मिट्टी में उचित नमी बनाए रखने की सलाह दी जाती है।,No crop-specific advisory is currently available for Hanumangarh. Farmers are advised to monitor local weather conditions and consult the nearest Krishi Vigyan Kendra (KVK) or agriculture department office for customized recommendations based on their crop stage and field conditions.,हनुमानगढ़ के लिए कोई विशिष्ट फसल सलाह उपलब्ध नहीं है। किसानों को स्थानीय मौसम की स्थिति पर नजर रखने तथा अपनी फसल अवस्था और खेत की स्थिति के आधार पर व्यक्तिगत सिफारिशों के लिए नजदीकी कृषि विज्ञान केंद्र (केवीके) या कृषि विभाग कार्यालय से संपर्क करने की सलाह दी जाती है।
Odisha,Koraput,6/2/2025,6/8/2025,Sowing has not yet started in Koraput as farmers await monsoon rains. Farmers are advised to complete all preparatory activities and ensure availability of quality seeds for timely sowing once rains commence.,कोरापुट में मानसून की प्रतीक्षा के कारण अभी बुवाई शुरू नहीं हुई है। किसानों को सभी तैयारी पूरी करने तथा वर्षा शुरू होते ही समय पर बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Koraput are advised to clean fields and perform summer ploughing after rainfall. Arrange seeds (main crop, intercrop/trap crop), farmyard manure (FYM), and fertilizers in advance for timely sowing when monsoon arrives.","कोरापुट के किसानों को सलाह दी जाती है कि वर्षा के बाद खेतों की सफाई करें और ग्रीष्मकालीन जुताई करें। मानसून आने पर समय पर बुवाई के लिए बीज (मुख्य फसल, अंतरफसल/फंदा फसल), गोबर की खाद (FYM), और उर्वरक पहले से ही व्यवस्थित कर लें।"
Odisha,Kalahandi,6/2/2025,6/8/2025,Sowing has not yet started in Kalahandi as farmers await monsoon rains. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once rainfall begins.,कालाहांडी में मानसून की प्रतीक्षा के कारण अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा वर्षा आरंभ होते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Kalahandi are advised to clean fields and perform summer ploughing after rainfall. Arrange seeds (main crop, intercrop/trap crop), farmyard manure (FYM), and fertilizers in advance for timely sowing when monsoon arrives.","कालाहांडी के किसानों को सलाह दी जाती है कि वर्षा के बाद खेतों की सफाई करें और ग्रीष्मकालीन जुताई करें। मानसून आने पर समय पर बुवाई के लिए बीज (मुख्य फसल, अंतरफसल/फंदा फसल), गोबर की खाद (FYM), और उर्वरक पहले से ही व्यवस्थित कर लें।"
Odisha,Balangir,6/2/2025,6/8/2025,Sowing has not yet started in Balangir as farmers await monsoon rains. Farmers are advised to complete all field preparations and store quality seeds for immediate sowing when rains arrive.,बालांगीर में मानसून की प्रतीक्षा के कारण अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की सभी तैयारियाँ पूरी करने तथा वर्षा आते ही तुरंत बुवाई के लिए उत्तम बीज संग्रहित करने की सलाह दी जाती है।,"Farmers in Balangir are advised to clean fields and perform summer ploughing after rainfall. Arrange seeds (main crop, intercrop/trap crop), farmyard manure (FYM), and fertilizers in advance for timely sowing when monsoon arrives.","बालांगीर के किसानों को सलाह दी जाती है कि वर्षा के बाद खेतों की सफाई करें और ग्रीष्मकालीन जुताई करें। मानसून आने पर समय पर बुवाई के लिए बीज (मुख्य फसल, अंतरफसल/फंदा फसल), गोबर की खाद (FYM), और उर्वरक पहले से ही व्यवस्थित कर लें।"
Gujarat,Amreli,6/2/2025,6/8/2025,Sowing is yet to be taken up in Amreli. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once conditions become favorable.,अमरेली में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Amreli are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg P/ha and 75 kg K/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions.","अमरेली के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, बुवाई से पहले सिंचाई की सलाह दी जाती है ताकि मिट्टी में पर्याप्त नमी सुनिश्चित हो सके।"
Gujarat,Bhavnagar,6/2/2025,6/8/2025,Sowing operations are yet to commence in Bhavnagar. Farmers are advised to complete land preparation activities and ensure availability of quality seeds for immediate sowing when conditions become favorable.,भावनगर में अभी बुवाई कार्य शुरू नहीं हुआ है। किसानों को भूमि की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही तुरंत बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Bhavnagar are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","भावनगर के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Jamnagar,6/2/2025,6/8/2025,Sowing operations are yet to begin in Jamnagar. Farmers are advised to complete all field preparations and keep seeds ready for timely sowing when conditions become favorable.,जामनगर में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की सभी तैयारियाँ पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Jamnagar are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","जामनगर के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Rajkot,6/2/2025,6/8/2025,Sowing operations are yet to commence in Rajkot. Farmers are advised to complete land preparation and ensure availability of quality seeds for immediate sowing when conditions become favorable.,राजकोट में अभी बुवाई कार्य शुरू नहीं हुआ है। किसानों को भूमि की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही तुरंत बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Rajkot are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","राजकोट के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Junagadh,6/2/2025,6/8/2025,Sowing operations are yet to commence in Junagadh. Farmers are advised to complete land preparation activities and ensure availability of quality seeds for immediate sowing when conditions become favorable.,जूनागढ़ में अभी बुवाई कार्य शुरू नहीं हुआ है। किसानों को भूमि की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही तुरंत बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Junagadh are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","जूनागढ़ के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Sabarkantha,6/2/2025,6/8/2025,Sowing operations are yet to begin in Sabarkantha. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once conditions become favorable.,साबरकांठा में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Sabarkantha are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","साबरकांठा के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Surendranagar,6/2/2025,6/8/2025,Sowing operations are yet to begin in Surendranagar. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once conditions become favorable.,सुरेन्द्रनगर में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Surendranagar are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","सुरेन्द्रनगर के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
